,cause,cluster,dist,frequency,beta,p_value,tsne_x,tsne_y,"type: sci, news, expanded",new cluster after granger test
576,calamities,1,4.8589199999999995,13201,-4.2762,0.2313792127,-13.01596546,-39.54546356,expanded,
577,anarchy,4,4.82988,42553,-0.6651,0.23147704260000002,9.580158233999999,-28.42651176,expanded,
578,labor,3,4.29547,565893,-2.6008,0.2315289809,43.28062057,-2.589347839,expanded,
579,primarily,3,4.43024,110199,4.4347,0.2315557114,24.38737297,19.02382851,news,
580,sandstorms,1,5.081869999999999,5255,2.7908,0.23166019280000003,-32.81546783,-54.08908463,news,
581,of,0,4.32024,10372691,-2.6124,0.23186796629999998,37.36354065,5.908723354,sci,
582,spill,3,5.05558,78141,-0.1467,0.23200530190000002,-9.365722656,-37.21128464,news,
583,surging,0,3.8522800000000004,16631,1.9568,0.2321083267,19.22753334,55.00966263,news,
584,involved,4,4.44386,737639,3.9434,0.23224069460000002,50.835392,-8.165571213,news,
585,operation,4,5.093,1902299,3.3531,0.23232557350000002,57.78046036,8.578766822999999,expanded,
586,situation,3,3.41336,1207761,-1.9827,0.2324117013,16.20406723,0.7734044790000001,news,
587,infighting,4,4.74455,19132,1.1166,0.2324247658,25.82511139,-36.7893219,news,
588,lowest,0,3.77021,110999,-4.3342,0.232630812,12.678936,61.508876799999996,news,
589,goats,2,5.18255,35265,-1.712,0.2329727905,-41.88841248,35.42164612,news,
590,spring,3,4.51014,186281,4.4735,0.23317805739999997,-24.45551109,6.075130939,expanded,
591,burrowing,2,5.06297,8065,1.6074,0.23321745600000002,-58.61005402,37.70445251,news,
592,rodent,2,4.57857,6174,4.2399,0.2333090666,-59.98108292,25.08640862,expanded,
593,gradual,3,4.7752099999999995,125587,3.6066,0.23346090390000002,0.5405955911,35.36256409,news,
594,trading,0,3.8207,358274,2.3833,0.23352673559999998,28.89291191,64.97281647,sci,
595,violence,4,3.8319400000000003,852911,4.1054,0.2335540179,24.62691498,-47.07136536,news,
596,terror,4,4.989380000000001,1060378,-2.3999,0.2337090768,54.97827911,-16.79379082,news,
597,may,3,3.78332,2468856,-3.5786,0.2337321078,32.12606049,23.37038612,expanded,
598,infestation,2,3.9099699999999995,13097,4.2292,0.2338368139,-61.11179352,23.3298912,sci,
599,powers,3,4.55093,267520,0.8424,0.2339116945,50.58873367,1.3473347430000002,news,
600,grasses,2,4.44361,9065,-0.6735,0.2340129048,-36.25900269,39.8147316,news,
601,serious,3,4.00766,808403,3.0461,0.23406960670000002,11.82491302,1.084952593,news,
602,broke,4,5.10285,509176,4.1503,0.23411127899999998,30.07461548,-7.67111063,expanded,
603,varies,3,5.01384,20211,-0.7218,0.2343526162,-8.781497955,5.174440861,expanded,
604,caused,0,4.59944,414299,2.4719,0.2344893741,-13.70396042,0.7136441469,news,
605,ways,3,3.46832,1227681,-0.5178,0.2346382914,24.35487175,9.298418045,news,
606,brought,0,4.099469999999999,663993,2.1154,0.23473365149999997,33.137744899999994,-4.72274828,news,
607,upturn,0,4.68075,18258,-1.8718,0.23482350230000001,2.10151124,44.82208633,news,
608,driven,0,3.5914300000000003,242928,-0.4004,0.23488408489999998,33.77725601,-1.5165760519999998,expanded,
609,aftermath,4,4.47139,70666,4.283,0.23512966600000001,-5.92485714,-42.82957077,expanded,
610,pathogenic,2,4.8108900000000006,11367,3.2728,0.235275371,-47.32605743,11.97424603,sci,
611,europe,3,4.14066,717167,4.2301,0.2354130755,41.14134979,3.7335162160000004,news,
612,limit,0,3.88705,924754,-0.5964,0.23560211679999998,13.50701904,40.97877884,news,
613,because,3,3.91715,2571134,3.5732,0.2357971438,36.9785614,20.82207489,news,
614,borders,4,4.80492,247375,1.2095,0.2363521728,41.45615768,-13.95982075,news,
615,reasons,3,3.6194,370903,0.775,0.2364083985,28.71370125,14.04468918,expanded,
616,buy,0,4.49449,678067,-0.4105,0.236425069,43.0716362,55.72104645,news,
617,order,3,4.726719999999999,2267231,0.1985,0.23650539210000002,42.20188141,12.06242275,news,
618,flared,4,5.13595,23461,-0.4306,0.2365530469,13.03727436,-40.517078399999995,news,
619,weakness,0,3.8736800000000002,94178,2.2814,0.23658734329999997,21.85308456,41.71992874,sci,
620,bacteria,2,4.76922,29935,0.3131,0.2366108727,-51.43096161,18.10207748,expanded,
621,shrank,0,4.8035,12119,-1.0084,0.23672159280000002,12.8926897,49.32118225,news,
622,warmer,3,4.82795,12463,2.5048,0.2368010709,-35.10112762,-36.756073,expanded,
623,overgrazing,2,4.8935699999999995,7291,-0.6418,0.2371152248,-16.53792953,13.73798561,expanded,
624,turmoil,4,4.3015,69531,2.4049,0.2371842926,8.871292114,-19.00082207,news,
625,force,4,4.96059,2770529,-2.0386,0.23749824449999998,54.56080627,-25.06287003,expanded,
626,flooding,1,4.47331,73069,0.7726,0.2375490919,-18.73750496,-56.30700684,sci,
627,typhoid,2,5.22412,12805,-3.2228,0.2378015004,-50.05332565,3.324348927,expanded,
628,damage,3,4.96485,367243,-0.1453,0.23832836920000003,-11.16949558,0.9015207290999999,news,
629,environments,3,4.96243,33423,0.848,0.2383440418,-28.10505867,26.13917351,news,
630,unexpectedly,0,3.9016599999999997,15477,-3.0625,0.23859677059999998,23.4352951,48.29948425,news,
631,state,3,4.98407,4882698,1.6728,0.2387826079,51.73438644,-1.406011224,news,
632,sporadic,4,5.01896,55987,-3.4154,0.2391043577,16.55205345,-43.52496719,expanded,
633,potato,2,5.1031,28986,-0.0681,0.2391719089,-30.79118919,49.30184937,sci,
634,beasts,2,4.7988800000000005,11599,0.107,0.23920527600000002,-57.34194565,36.55338669,sci,
635,presence,3,3.9468099999999997,458101,4.7832,0.23933092190000002,27.87119102,16.1466465,news,
636,enemies,4,4.71239,136950,3.4107,0.2395454282,34.90589523,-25.10967636,expanded,
637,swarming,2,5.1078,9343,-0.7516,0.23956143789999998,-65.12576294,35.97082901,expanded,
638,experiencing,1,4.50431,70911,-2.1008,0.23965071940000002,-14.49983215,-9.730821609,expanded,
639,protracted,4,3.8576,45505,-3.4298,0.23987263820000002,17.56657982,-29.54725838,news,
640,fresh,0,4.81396,303023,2.2717,0.240036671,-6.018052578,25.51282692,news,
641,transportation,3,5.12988,160247,-2.5733,0.2402332403,15.28963757,21.51457214,news,
642,intervention,3,4.02875,335335,0.9319,0.2404364542,42.60095978,-8.15541172,expanded,
643,algae,2,4.48051,5958,1.7772,0.24078111079999998,-53.96528244,20.30451775,news,
644,dealers,0,3.8272,64192,1.3013,0.24103659300000002,40.3960762,58.7845993,expanded,
645,resistant,2,4.23033,35050,-3.7379,0.2410394864,-43.57209015,18.57487106,news,
646,comes,3,3.6980800000000005,881234,3.0209,0.24141180710000001,35.44075394,15.93848801,news,
647,abundance,3,4.75434,30549,0.5306,0.24143168210000002,-18.85139275,31.73399353,expanded,
648,implications,3,3.4517599999999997,102388,-3.8763,0.2414491274,13.53812027,4.443416119,news,
649,instability,4,4.04133,115967,-4.1772,0.24179258739999998,4.72047472,-26.93636894,expanded,
650,internal,4,4.3928400000000005,391049,-1.5096,0.2418854006,25.99989319,-26.63563728,news,
651,produce,3,4.47194,770259,1.44,0.24199633489999997,-12.10780716,36.49118805,news,
652,however,3,3.72842,1936035,-0.1264,0.2421073245,32.41060257,21.61507988,news,
653,support,3,4.28484,2667480,-0.5944,0.2423895297,47.56112671,1.7151639459999999,news,
654,locust,2,5.03966,15758,-3.4791,0.2424813327,-63.25097656,23.47907448,news,
655,overseeing,4,5.1971099999999995,35904,2.3216,0.2425314209,51.61865997,-5.312376499,expanded,
656,edible,2,4.52091,225096,-3.1276,0.24257055079999998,-28.00259018,47.36796951,news,
657,militias,4,5.1469,121496,1.9766,0.2427068304,45.59287262,-32.6639595,news,
658,lawlessness,4,4.71802,37560,1.3018,0.2427223143,8.260717392,-28.43125534,expanded,
659,blight,2,4.15315,16657,-2.8552,0.2427299001,-40.82042313,22.54815483,news,
660,would,3,3.9452,3968470,2.6359,0.2430528607,40.40119171,19.05850983,expanded,
661,that,3,3.8686,8466563,3.8657,0.243239664,36.57157135,21.8488636,news,
662,cannot,3,4.11831,919068,-4.098,0.2433776159,42.55226135,19.38595581,expanded,
663,forces,4,4.7838199999999995,1525855,3.5952,0.2433914733,51.43579865,-29.83392334,news,
664,rapidly,3,4.1191699999999996,111603,-4.0521,0.2434069613,5.826426982999999,34.95628738,news,
665,advocate,3,4.7937,173316,-2.5658,0.2434589966,45.8898735,-7.119185925,news,
666,1992-1995,4,5.01776,8798,-2.7624,0.24346724449999999,33.81010818,-50.30100632,sci,
667,border,4,4.76839,890896,4.2495,0.2434900811,41.43488312,-13.97592735,news,
668,same,0,3.94089,1484243,-2.9,0.2435897219,33.68903351,21.14237976,sci,
669,disagreement,4,3.91735,68752,-1.8086,0.2436901077,20.00390625,-26.62940025,news,
670,expects,0,3.58644,127810,-0.7093,0.2437199405,37.2220459,32.82081604,expanded,
671,futures,0,4.42891,39587,-4.2256,0.2438367057,29.61811256,65.98255157,news,
672,slavery,4,5.27842,38017,0.0812,0.24395466010000003,60.75669861,-11.32362938,news,
673,intensity,3,4.7567900000000005,36831,3.4105,0.2439766443,8.564462662,27.71673203,news,
674,continent,3,4.108230000000001,400693,1.8197,0.24414852120000002,3.218419313,-5.7592449189999995,news,
675,downpour,1,5.038469999999999,18855,4.7903,0.24432444829999997,-27.35656929,-51.97832108,news,
676,means,3,3.5108599999999996,784836,-4.5032,0.2446434706,33.90906143,14.00875759,expanded,
677,desertification,1,5.15209,16887,0.6788,0.24483114050000002,-20.31567383,11.02692318,news,
678,camps,4,4.86057,227008,2.2045,0.24503778199999998,30.39951324,-14.70833874,expanded,
679,policy,3,3.39143,808229,-3.9195,0.2450518046,28.11572647,5.664987087,news,
680,law,3,5.22377,2131250,-4.7019,0.2452065258,58.26210785,-3.7785375119999998,expanded,
681,provide,3,4.37856,1757774,-3.9877,0.2452339175,48.86814879999999,10.6691246,news,
682,snowstorm,1,4.89173,11406,-1.2201,0.24528245010000002,-30.81526566,-51.05464172,sci,
683,consumer,0,3.64891,232060,-1.3187,0.2456911358,38.38483047,62.71686172,expanded,
684,since,0,4.42855,2603958,0.0286,0.24570096510000003,35.18394089,-8.960515022000001,expanded,
685,hardship,1,4.77663,78582,-3.8226,0.24596693690000002,-5.302997112,-20.35066223,expanded,
686,disturbance,3,5.008,34440,-4.9617,0.2464787127,-21.57154846,-38.68141556,news,
687,but,3,3.99289,5909263,-1.9458,0.246764965,35.72776031,20.90465546,news,
688,necessary,3,3.88021,605506,4.2205,0.2467741064,43.20288467,14.48811817,expanded,
689,economic,3,3.65651,1477355,2.6831,0.24684438670000003,4.793859482,20.02895164,expanded,
690,pathogen,2,4.07294,18075,-4.5802,0.2469411105,-48.68906403,18.14214516,expanded,
691,blizzard,1,4.981990000000001,10154,-1.9807,0.2470250181,-23.37659645,-48.09350204,news,
692,simmering,4,4.75186,16820,-4.1785,0.247069242,11.37757778,-34.64106369,sci,
693,farm,0,5.2710300000000005,559984,-4.4578,0.2472313708,-29.69281197,34.90750885,news,
694,adoption,3,4.64581,94774,-4.9424,0.24761853039999998,47.40486908,-3.092135906,news,
695,prevailing,3,3.96297,69184,4.4204,0.24764038,-1.5575213430000001,-2.7063462730000003,news,
696,waterborne,2,4.11382,7485,1.087,0.247646067,-52.70849991,2.2503521440000003,sci,
697,mosquito,2,4.51231,39016,3.3461,0.2479220156,-46.93816376,27.15483284,expanded,
698,microbial,2,4.62893,8879,-2.1896,0.2479423312,-53.90872574,17.57613373,news,
699,disconnect,3,5.3033,33656,3.5965,0.2480208849,-23.35229111,-21.32756233,expanded,
700,alleviate,1,4.863090000000001,48735,-2.7566,0.24805439079999997,-8.523968697,-22.50368881,news,
701,exacerbate,3,4.97611,64046,2.4611,0.2481024874,-0.2215998173,-27.8313446,expanded,
702,forage,2,4.13802,9628,-0.8109999999999999,0.24836924230000001,-36.21066284,38.35534286,news,
703,consequences,3,3.71127,184222,2.6488,0.2487036705,12.45838547,3.263051987,news,
704,creation,3,3.7867800000000003,269658,1.4086,0.2487190238,45.27401352,-4.189920425,news,
705,insurgency,4,4.43533,248242,2.221,0.24904369629999998,39.71586609,-36.79919052,news,
706,bedbugs,2,5.150469999999999,5093,3.3701,0.24905919329999998,-59.43819427,34.12366486,expanded,
707,trade,3,4.6938,1056932,-4.7775,0.24907553649999997,33.20188141,2.757878065,expanded,
708,leadership,3,4.37544,691313,-4.2492,0.2492277232,32.86065674,-21.99154854,expanded,
709,iraq,4,4.08199,407753,4.8812,0.2496161117,52.761135100000004,-37.02038956,news,
710,issue,3,3.62715,2170583,-3.6045,0.2498805884,28.01680756,7.620001792999999,news,
711,wars,4,4.04817,194792,-3.9375,0.2501098794,39.2113533,-26.19638824,news,
712,deepening,4,4.58406,47755,-4.3272,0.2503330733,5.91099596,-30.12379074,news,
713,sluggish,0,4.3727800000000006,16449,-1.2078,0.2504135161,0.6569015979999999,44.10919189,expanded,
714,profits,0,3.5320099999999996,100946,0.8601,0.25058634760000004,34.87555695,53.95526123,news,
715,riven,4,4.88509,251943,-0.0432,0.250681217,23.00477982,-37.59365463,expanded,
716,can,3,4.2180800000000005,5761905,-0.0716,0.2507390564,42.80987929999999,20.89593315,news,
717,u.s.-led,4,4.9608099999999995,91583,0.7626,0.2510307319,53.70613861,-35.88491821,news,
718,suffering,1,4.42664,276245,0.927,0.2511492171,-16.06951523,-4.254202366,news,
719,question,3,3.74583,918043,-4.1547,0.2511695357,30.55849457,14.84853458,sci,
720,stress,3,4.27445,594944,-0.9905,0.2512098285,-7.919976711,-3.7039430139999996,expanded,
721,induced,3,5.07089,30358,-1.0957,0.2512225178,-19.32050705,-12.83763695,expanded,
722,battered,1,5.28444,42335,0.3366,0.2514660779,-5.439210892,-51.76673508,news,
723,crush,4,4.8949300000000004,89261,4.8538,0.2514927245,32.99287033,-27.92950249,news,
724,ants,2,4.5277,2028175,0.8856,0.2517344681,-54.81446838,30.684930800000004,news,
725,unresolved,4,3.96315,25829,0.3849,0.25188460960000003,21.36852074,-27.82630348,expanded,
726,abuse,4,5.25779,332313,0.2343,0.2521044584,56.67063522,-11.93468475,expanded,
727,devoured,2,5.4465900000000005,6102,1.7995,0.2525869838,-61.70649338,36.01863098,expanded,
728,debilitating,1,4.47116,14410,1.2347,0.2526052943,-18.98077393,-6.738128662,expanded,
729,american,3,4.92626,987849,-0.5376,0.252700029,37.39681625,1.5341157909999998,news,
730,lull,4,5.21076,32275,-1.9007,0.252824131,14.244795800000002,-28.05800629,news,
731,prevention,3,5.1209,140397,3.3219,0.2529007155,-33.01792526,7.4888572689999995,expanded,
732,profit,0,3.5533,360609,-1.3253,0.2529281908,33.17006683,55.1382103,expanded,
733,afflicted,1,5.07068,16341,-0.0653,0.2532820724,-35.04035568,-3.384275675,news,
734,led,0,4.6704300000000005,6110794,3.8357,0.2533273901,31.64319611,-5.540531635,expanded,
735,yet,3,3.62551,1089813,2.2065,0.2535367025,32.30454636,19.28528404,news,
736,bond,0,3.5505,195066,4.1837,0.25372101620000004,27.72558212,59.83303833,news,
737,fears,0,4.32667,233850,2.7119,0.2537649105,17.66560364,-9.813766479,sci,
738,between,4,4.07459,2473306,4.1733,0.2539340875,36.47044373,4.749498367,news,
739,degradation,1,5.21782,37785,-3.3023,0.2539707336,-9.298228264,14.66365147,news,
740,dry,3,5.44585,181760,-2.106,0.25407328760000003,-6.554560661,-10.45798111,news,
741,coffee,0,5.02818,117670,3.5983,0.254252634,-22.63783836,50.67380142,news,
742,disagreements,4,4.05795,40946,1.9255,0.2542745207,20.18637085,-26.71096611,news,
743,providing,3,4.69106,485746,-4.3599,0.2543553373,49.12835693,10.72611332,news,
744,forecasts,0,4.2089,52923,0.7498,0.2545122688,32.99956131,41.76456833,sci,
745,slaughtering,2,4.8104,13643,3.5767,0.2546263989,-42.63487625,30.40192413,sci,
746,protozoans,2,4.6132,8965,7.3666,0.25463699230000003,-56.31321335,20.27324677,news,
747,spread,3,4.561780000000001,570563,0.1371,0.2546399357,-15.950296400000001,22.03629875,news,
748,rebels,4,4.92605,425524,8.1394,0.2547638111,44.8836174,-36.57172012,news,
749,insects,2,3.96821,12971,8.8882,0.25477123809999996,-51.8069458,30.13810921,news,
750,hindered,3,4.7948,31589,0.0138,0.2547851891,-10.75666332,-12.03725243,expanded,
751,harvest,1,4.90292,120651,5.0862,0.2550211217,-20.24280739,40.2924614,news,
752,macroeconomic,3,4.75871,43703,7.5412,0.2551771455,1.129397631,18.712909699999997,expanded,
753,local,3,4.95593,1841244,1.0307,0.2553662054,51.11710739,4.89271307,expanded,
754,microorganisms,2,3.9887099999999998,3837,0.4391,0.2553870643,-53.70256805,18.66992188,news,
755,e.coli,2,5.27551,4442,9.4257,0.2555230325,-49.19555664,-2.230379343,news,
756,atmosphere,3,4.0976,101969,2.471,0.2555646272,16.20733643,-16.88323402,expanded,
757,assimilation,3,5.08154,11639,7.428999999999999,0.2557517825,-21.72789192,17.03889275,sci,
758,reproduction,3,5.37515,15564,3.3854,0.2558135749,15.36368847,8.6167593,news,
759,factional,4,4.164630000000001,39655,2.2189,0.2558169967,26.49874115,-38.41213989,news,
760,bloody,4,4.4278,108165,0.5713,0.2558791518,32.51092911,-42.93081284,news,
761,degenerated,4,5.16977,15197,1.9795,0.2560289355,10.16380024,-42.02135086,news,
762,sustains,1,5.43866,12989,5.4243,0.2564645654,-28.21583176,-22.16196823,sci,
763,prey,2,4.57294,38889,2.8085,0.2564881573,-52.44673157,32.18471146,news,
764,subsided,4,5.37927,12474,4.5551,0.25655182670000004,3.73199749,-34.216854100000006,news,
765,mired,4,4.80994,33888,0.9298,0.2565606554,5.563499928,-22.59139442,expanded,
766,bosnia,4,4.3157,40937,2.6687,0.2566047957,48.8179245,-42.78092575,expanded,
767,sectors,0,4.90227,367984,7.1843,0.2567894906,9.76861763,23.93851089,news,
768,feral,2,4.94797,5752,0.8954,0.2568634992,-43.45326614,34.89634323,news,
769,wracked,4,4.20171,18799,3.6294,0.2570498678,21.43293571,-38.08421707,expanded,
770,landscape,3,4.56431,82013,6.6417,0.2571472825,26.50362206,21.17322731,expanded,
771,inclement,1,5.34974,12034,9.4418,0.2571622517,-33.96037674,-45.2744751,expanded,
772,logging,1,5.3622,30461,2.6492,0.2573473986,-14.11123276,17.55769157,expanded,
773,ravages,1,4.73591,14490,9.5682,0.2574157431,-36.55768585,-8.073916435,sci,
774,poaching,2,4.79896,26470,9.3017,0.257433984,-51.89604568,41.71731567,sci,
775,explain,3,3.6309,769579,6.7458,0.2574394198,29.78294754,15.4960804,news,
776,due,3,3.75296,1260971,4.6086,0.2574743052,7.203995705,2.8135709760000003,news,
777,chechnya,4,4.5175,18247,7.8198,0.2576562031,48.20903397,-41.43456268,sci,
778,government,4,4.97078,4660749,6.4396,0.2577233426,49.8838501,-13.4056921,expanded,
779,fought,4,4.76308,215192,3.5685,0.2577266874,37.98290634,-31.48937988,news,
780,onslaught,4,4.961130000000001,33070,6.0918,0.2577672307,19.41185951,-20.56290627,expanded,
781,fowls,2,5.47044,9570,7.5154,0.25777175809999997,-39.92621613,29.4756031,news,
782,feed,2,5.0423599999999995,283902,7.1859,0.2577811202,-33.32778549,32.36776352,news,
783,insecticide,2,4.729419999999999,18661,1.1395,0.2577904351,-46.07377625,44.08021545,news,
784,turtles,2,5.2207300000000005,5567,9.1189,0.25793346289999997,-59.27673721,41.54618454,expanded,
785,sought,3,4.58056,284082,8.2957,0.2581519685,47.60918808,2.824968338,sci,
786,issues,3,3.7641699999999996,969078,6.2069,0.2581743694,27.54000473,7.393225192999999,news,
787,act,3,4.93084,5889217,1.0175,0.258192531,59.76713181,-3.0497581960000004,expanded,
788,peak,0,4.403980000000001,1485736,7.4614,0.2582710353,13.29898071,58.61584473,expanded,
789,annually,0,5.11599,129931,7.8251,0.258285723,19.43310165,36.78845596,news,
790,operating,0,4.356669999999999,456623,4.3162,0.2583592568,56.77447891,13.97523212,news,
791,ensued,4,4.83999,27042,7.4937,0.2584112865,13.73316193,-43.62040329,expanded,
792,zone,3,4.79511,423004,5.109,0.2584240541,28.30782127,1.023445129,expanded,
793,vehicle,0,5.37542,535263,9.3964,0.2584390464,63.13398743,25.740137100000002,news,
794,milder,3,5.15958,5737,2.6933,0.2586909388,-35.4492836,-33.9328537,news,
795,shares,0,4.18009,360610,2.1302,0.2588342047,25.3159008,65.0824585,expanded,
796,duration,3,4.85859,49212,1.0702,0.258991949,-5.510475636000001,-6.512280941,news,
797,dollars,0,4.6816699999999996,420027,6.4167,0.2592240357,38.67868042,50.20031357,news,
798,repellent,2,4.55774,7881,5.6755,0.2596897192,-49.50283051,26.13868713,news,
799,rifts,4,5.26422,16625,5.1625,0.2598036399,8.094673157,-32.20082855,news,
800,stagnation,1,4.9873199999999995,15198,1.1013,0.2599706596,-2.7271077630000002,-30.46313858,news,
801,fire,4,5.3545300000000005,948355,2.138,0.26015763210000004,57.1172142,-20.64927673,expanded,
802,forecasters,3,5.375380000000001,8988,7.1761,0.26022344399999997,-23.88694191,-67.90221405,expanded,
803,peace,4,4.34585,1561021,2.7148,0.2603322798,25.51942062,-20.58663368,expanded,
804,flood,1,4.470280000000001,190025,5.9542,0.2604154979,-16.07893562,-54.75537491,news,
805,domesticated,2,4.58132,11411,2.376,0.2605139243,-44.10584259,36.92736053,expanded,
806,deepened,4,4.7094,18239,6.1845,0.2605723183,5.915076732999999,-30.20834923,expanded,
807,encroachment,2,5.40333,13998,5.8259,0.2606178941,-15.09664631,15.23610783,news,
808,zones,3,4.6507,131570,0.0405,0.2610464809,28.35122299,0.9199751019,news,
809,natural,3,4.04328,416778,6.1655,0.2610618704,-11.73389721,28.51113129,expanded,
810,reflected,3,3.74497,83972,7.5146,0.2610619162,24.67391586,38.64718246,expanded,
811,continued,0,4.02669,652601,7.1299,0.26109789780000003,29.39809418,-4.663043022,news,
812,snowfalls,1,5.21818,5661,4.0263,0.2612229675,-35.39820099,-49.58138657,news,
813,herbicides,2,4.062880000000001,7427,4.3023,0.2614787749,-45.46785355,44.96125793,expanded,
814,operators,0,5.34931,159936,4.9945,0.2614939234,56.1503067,15.02387905,expanded,
815,colonization,4,5.51225,6292,3.7076,0.2617034534,-25.05073166,17.54717827,expanded,
816,maintenance,3,5.58746,145813,9.8072,0.2617204598,55.58311462,11.17124748,expanded,
817,turbulent,4,4.73838,25335,8.5509,0.261854678,10.46180725,-22.90631485,sci,
818,resultant,0,5.0319,19741,5.6286,0.2620871796,-24.08395958,-17.04649162,sci,
819,boars,2,4.91176,6704,0.0993,0.2622487032,-55.07518768,40.59246445,news,
820,unusually,3,4.59512,23460,6.5539,0.2622857593,-7.964443207,-13.64484978,news,
821,pesticides,2,4.19343,16381,4.9272,0.2623030213,-44.83631897,44.65999603,news,
822,downpours,1,5.21361,10626,4.9121,0.2623256831,-27.29146194,-55.03329468,news,
823,caterpillars,2,4.60979,5473,3.7623,0.2623510351,-55.18240738,27.91611671,news,
824,the,3,4.28238,10524912,2.0768,0.2623995135,38.20196915,5.83975935,expanded,
825,lower,0,3.70115,623476,2.9145,0.2624077922,9.172400475,60.83688736,news,
826,soil,3,4.76748,149767,5.4425,0.26259040489999996,-13.92923069,29.38378525,news,
827,venereal,2,4.84925,2672,6.3597,0.2631066854,-53.6796608,3.673691273,expanded,
828,mammals,2,5.05012,6010,4.6277,0.2633096424,-50.02129745,32.76041031,news,
829,might,3,3.8845699999999996,742345,8.7322,0.2633345903,39.04196548,19.63279724,news,
830,instead,3,4.01107,536606,3.2466,0.2633725712,36.91683197,15.59948826,news,
831,parasites,2,4.06155,10344,8.1835,0.26360929489999996,-52.92883301,22.61122322,expanded,
832,confrontation,4,3.65951,78825,6.4377,0.2636131238,18.13195419,-34.71595764,news,
833,projected,0,3.78661,90074,4.8453,0.263640365,13.90449619,48.52967834,news,
834,term,3,3.7374,2081728,8.8319,0.26365573,20.28862572,22.75625038,expanded,
835,selling,0,3.6829699999999996,269171,9.7419,0.2636655988,41.71713257,56.68320084,news,
836,nomads,2,5.5014199999999995,14779,1.7834,0.263848509,-63.25069809,38.27487946,expanded,
837,percent,0,4.174180000000001,916343,9.7917,0.2640824008,18.10835266,69.0916748,news,
838,spending,0,3.82959,252438,2.8668,0.2641077114,39.24121857,45.67826843,news,
839,legal,3,4.61964,936911,4.0845,0.2642208139,57.28121185,-5.375360012000001,news,
840,transgenic,2,4.3823,5696,9.1833,0.2642626591,-43.78994751,39.08948135,expanded,
841,scorching,1,4.93061,7398,2.0980000000000003,0.26429179059999997,-36.52060318,-54.63552094,news,
842,services,0,5.48482,1155196,9.6138,0.26433482350000004,51.94395447,13.37950897,expanded,
843,exports,0,4.59401,196950,5.7888,0.2644773961,11.63988018,45.89430618,expanded,
844,struggles,4,3.93831,52851,9.4417,0.2645296285,13.14296818,-20.84688187,news,
845,downturn,0,4.051419999999999,33232,9.5672,0.2646350393,-0.5318331122,46.33049774,sci,
846,plantations,2,5.40925,33156,4.758,0.26467224629999997,-25.36634445,42.96492767,news,
847,how,3,3.98359,4100982,7.7028,0.2651861534,40.40352249,22.9827919,expanded,
848,infections,2,5.62925,71018,8.6915,0.2653521851,-40.25400162,8.464914322,expanded,
849,hemisphere,3,4.1455,37069,0.5416,0.26540101309999997,2.4991302490000002,-5.216897964,news,
850,vigorous,3,4.46593,51264,8.1176,0.2654809232,-10.46009254,-15.64726639,news,
851,think,3,4.14075,1111856,4.5097,0.26558762620000004,41.14853287,23.89716148,news,
852,worsened,1,4.60201,42753,8.3309,0.2656644762,0.8855722547,-24.25661469,expanded,
853,midst,4,3.96161,101108,6.8805,0.2657673657,12.50662041,-23.54781914,news,
854,ease,3,3.9899199999999997,3018761,5.8679,0.2659279503,13.62010193,-8.018312454,news,
855,diplomatic,4,4.20831,264453,2.9804,0.2662506948,24.72244263,-0.8865228891,news,
856,our,3,4.32524,7653732,1.8052,0.2663792873,44.11587906,17.19550323,news,
857,propagation,3,5.58648,14674,9.3386,0.2665568411,-16.95306396,-17.72107506,news,
858,arose,4,3.97631,32411,1.3777,0.2668793666,18.448999399999998,-26.56003571,news,
859,exhaustion,1,5.01319,15701,2.3741,0.2669520955,-23.39985657,-4.9975738530000005,expanded,
860,security,3,4.76518,2363561,1.5545,0.267528341,54.99261475,-28.54825592,news,
861,relentless,4,4.98065,45735,4.7917,0.2675291705,17.53097153,-21.32944489,sci,
862,commercial,0,4.485119999999999,490484,8.5296,0.2675403028,55.54376221,16.18906593,news,
863,stocks,0,4.28645,239077,4.8712,0.2675901284,32.4888382,67.20018768,news,
864,dispute,4,3.69763,327823,8.1292,0.26780338600000003,22.7386837,-28.19309998,news,
865,crops,2,4.31414,117824,1.328,0.26794584850000003,-23.55912781,39.53556824,news,
866,efficient,3,4.97574,194409,6.4847,0.2680334688,21.82066917,15.79922009,expanded,
867,minimal,3,4.21242,58548,5.1457,0.2681220491,-5.640379428999999,-3.287773848,news,
868,slaughters,2,5.0338400000000005,6390,7.4702,0.26836873149999996,-43.15988159,30.14533997,expanded,
869,summit,3,4.900519999999999,289633,1.6078,0.2684002326,25.9734993,3.9879038330000003,news,
870,globalization,3,4.41606,17502,0.252,0.2684381708,2.10532856,15.94427109,news,
871,mosquitoes,2,4.25456,13228,0.2274,0.2685806159,-47.36268997,28.98952866,expanded,
872,deluge,1,5.1639800000000005,11885,1.6564,0.2690023215,-21.88910866,-47.89780426,news,
873,community,3,5.003909999999999,1146297,7.0922,0.2691266762,30.86321259,-0.9526922703,news,
874,could,3,3.9846,2462276,7.1369,0.2691830569,39.53196716,19.50492859,news,
875,chronic,1,4.90918,85811,5.6588,0.26919408570000003,-19.25768471,-4.79094553,news,
876,disturbances,3,5.2679,19593,3.0422,0.2692605361,-20.65519333,-37.81374359,news,
