,cause,cluster,dist,frequency,beta,p_value,tsne_x,tsne_y,"type: sci, news, expanded",new cluster after granger test
1756,cloudiness,3,6.23128,4875,8.4468,0.44206172439999997,-66.88528442,-29.74950409,news,
1757,anodyne,3,6.48694,1247,0.3023,0.443337918,-63.68802643,-24.60289574,news,
1758,litte,0,6.43654,47157,1.5122,0.4447484612,-64.54505920000001,-23.69515038,expanded,
1759,ketsana,1,7.44384,4117,8.6781,0.44560136590000005,-30.11666107,-75.45275116,news,
1760,pedestrian,3,6.48102,31279,6.8596,0.4489417634,15.489048,18.76286507,news,
1761,perfunctory,3,6.4032800000000005,7215,3.2848,0.45059689840000006,-65.68745422,-18.42065239,expanded,
1762,utor,2,6.50511,397955,6.6294,0.4534556871,-33.09146881,-74.37702179,news,
1763,husbanding,2,6.4753,2411,4.46,0.45375576,-54.66870499,-25.05203629,news,
1764,preciously,2,6.576289999999999,2864,8.9388,0.4540657342,-65.36781311,-23.04462624,news,
1765,iniki,1,6.68748,7496,6.9797,0.4549236481,-31.29984474,-71.41018677,news,
1766,buses,0,6.67232,179440,2.63,0.45737765350000004,60.49775696,24.25244713,news,
1767,conson,3,7.218380000000001,9288,4.5384,0.45969399450000004,-33.46921921,-75.71099854,sci,
1768,shampooing,2,6.4606699999999995,5725,7.037999999999999,0.4616704036,-56.69828796,-25.55657768,news,
1769,casualites,0,6.6238,4960,3.0124,0.4616802779,-68.52341461,-25.79628944,news,
1770,vessels,2,6.59155,67993,8.5056,0.4641992203,66.47493744,17.79878235,news,
1771,wrappings,2,6.98008,9960,6.6997,0.46433290060000004,-56.69687653,-23.86717987,expanded,
1772,railways,3,6.66608,36265,7.0684,0.46601153409999996,56.35085297,21.52163315,expanded,
1773,sumatra,1,6.617939999999999,6707,6.6663,0.4723240906,-13.16879654,-67.13475037,news,
1774,ferries,0,6.9569399999999995,7909,6.1567,0.47273356060000005,60.28484726,21.10437584,news,
1775,ungated,1,7.4699,6588,2.0091,0.47578725689999996,-31.18663788,-23.84912109,expanded,
1776,forewarning,3,6.82907,6527,2.7689999999999997,0.47798380009999997,-68.61644745,-27.55475998,news,
1777,congestions,2,7.13882,10232,8.6019,0.48185977409999997,-18.94714737,-23.38305855,news,
1778,corroborative,2,7.235989999999999,3346,9.1793,0.48304784939999995,-71.61907196,-26.18540955,news,
1779,sinlaku,3,6.95127,4785,3.6916,0.4871561977,-33.23927689,-74.82248688,news,
1780,jtwc,3,7.376339999999999,3033,2.605,0.48925026039999997,-23.03326988,-72.62953186,news,
1781,extratropical,3,7.39848,8762,1.7011,0.4897578741,-20.53128052,-42.5549469,news,
1782,imbudo,2,7.26262,1379,0.5346,0.4918449506,-34.14324570000001,-75.26906586,expanded,
1783,three-body,2,7.076639999999999,8142,7.5558,0.5006553239,-27.0519886,-26.68936729,news,
1784,minutest,4,7.61223,1951,4.6375,0.524797265,-60.16511536,-17.06747818,expanded,
1785,lands,0,0.8895,13961,0.7543,0.0657,-9.73295989,20.25827301,expanded,
1786,property,0,0.8935,17617,3.5011,0.1179,-6.339368218,21.57054989,expanded,
1787,seizure,0,0.848,21666,8.492,0.0993,-9.641667456,23.50223274,expanded,
1788,farmland,0,0.9231,22355,7.4506,0.0084,-4.055854623,19.6216533,expanded,2.0
1789,confiscation,0,0.8992,9546,1.7015,0.0366,-8.05204515,19.1715479,expanded,
1790,estates,0,0.8052,16438,0.2919,0.2537,-8.475629921,22.82892425,expanded,
1791,illegal,0,0.8836,23672,5.7907,0.0669,-10.20252764,26.1810018,expanded,
1792,collapse,1,0.9065,20781,4.3469999999999995,0.3834,2.6717859319999997,-12.12240913,expanded,
1793,widespread,1,0.9762,18802,7.428,0.2115,7.60777206,-6.347729636,expanded,
1794,destruction,1,0.873,23576,0.0621,0.2638,1.100910552,-8.041983368,expanded,
1795,compensation,0,0.8654,23993,4.456,0.142,49.37624212,12.72257128,expanded,
1796,donations,0,0.9033,22625,0.1264,0.2469,50.01537051,10.22101675,expanded,
1797,money,0,0.8384,9662,1.8783,0.0712,55.46773624,13.14076064,expanded,
1798,funds,0,0.9653,16779,7.1977,0.2173,54.79809487,13.20727852,expanded,
1799,victims,0,0.9022,11193,4.7752,0.2492,50.72389615,14.41701413,expanded,
1800,warning,3,0.9986,23834,8.5558,0.2541,48.65606796,5.469326349,expanded,
1801,calls,3,0.9504,15092,3.3375,0.4343,48.92114403,3.1756110669999997,expanded,
1802,totalitarian,3,0.9076,14926,2.72,0.0078,47.65551729999999,-13.96546691,expanded,2.0
1803,authoritarian,3,0.8089,5106,6.4252,0.0054,54.05014547,-11.08244928,expanded,3.0
1804,tyrannical,3,0.9027,18683,7.8021,0.2436,54.60964155,-12.87666633,expanded,
1805,despotic,3,0.9998,7771,1.2551,0.13,55.67014639,-18.0980838,expanded,
1806,regime,3,0.8621,20612,9.1734,0.3299,54.57994566,-15.59407333,expanded,
1807,dictators,3,0.8631,17620,8.1209,0.0045,53.82283618,-16.72634283,expanded,0.0
1808,undemocratic,3,0.9095,13208,3.2272,0.2879,51.94434306,-13.97503305,expanded,
1809,autocratic,3,0.875,12470,0.1185,0.1359,48.34823014,-13.31890771,expanded,
1810,malaise,3,0.9134,24118,3.7353,0.4763,5.43655433,24.76971956,expanded,
1811,clans,4,0.8524,7491,0.3631,0.0017,36.55657922,-29.49669812,expanded,0.0
1812,relief,3,0.8645,7818,9.9158,0.0804,48.007129,4.246553168,expanded,
1813,epizootic,2,0.8117,14544,9.3828,0.0759,-45.39601544,7.052712508,expanded,
1814,bilharzia,2,0.8653,20303,9.0256,0.2721,-52.22270046,9.741160286,expanded,
1815,scrapie,2,0.858,19810,6.4876,0.265,-52.38965979,13.13423652,expanded,
1816,schistosomiasis,2,0.8251,6355,7.5213,0.4049,-51.74959496,11.91317475,expanded,
1817,beriberi,2,0.9454,20021,3.7436,0.4674,-49.238166299999996,8.439896736,expanded,
1818,myxomatosis,2,0.8904,10302,0.8275,0.0605,-53.04070781,6.88889312,expanded,
1819,brucellosis,2,0.8431,5621,4.5313,0.3918,-48.85163744,14.15165594,expanded,
1820,killed,4,0.9191,9476,3.0366,0.4397,37.29628768,-13.21064433,expanded,
1821,thousands,4,0.8328,20444,9.8891,0.0616,38.99321391,-2.155416796,expanded,
1822,tens,4,0.9222,5832,0.7336,0.3722,34.77618103,-13.92292434,expanded,
1823,hundreds,4,0.9902,12652,1.3088,0.1107,32.84043348,-10.87692813,expanded,
1824,wounded,4,0.8237,6534,4.172,0.1762,33.33898085,-16.69245247,expanded,
1825,burned,4,0.9852,13915,4.2722,0.0722,35.41364186,-10.18000893,expanded,
1826,destroyed,4,0.9286,5544,9.5877,0.4538,28.55439669,-4.094340915,expanded,
1827,disorders,3,0.8708,24263,0.5317,0.162,-18.98975089,-9.74640926,expanded,
1828,disorder,3,0.9236,12019,7.1692,0.4768,-10.22525278,-1.215224965,expanded,
1829,gastrointestinal,3,0.8959999999999999,12736,1.4180000000000001,0.0021,-18.85385931,-2.156265776,expanded,0.0
1830,abnormalities,3,0.8659,10022,4.5211,0.3285,-14.08230616,-1.863398062,expanded,
1831,crackdown,4,0.9159,20431,8.8057,0.1697,33.39298806,-44.92419128,expanded,
1832,protests,4,0.9391,20141,8.083,0.303,34.07362472,-45.01978228,expanded,
1833,demonstrations,4,0.8374,7566,3.8106,0.172,38.25654873,-40.17285947,expanded,
1834,suppress,4,0.9753,24870,8.3661,0.4208,33.63718931,-38.67773906,expanded,
1835,vicious,4,0.9081,21975,6.9044,0.1101,34.33341764,-45.67730563,expanded,
1836,dictator,4,0.8583,14262,5.8304,0.2368,57.61664509,-14.41504063,expanded,
1837,communist,4,0.8521,18205,2.5038,0.461,57.63999067,-13.17682346,expanded,
1838,terrorist,4,0.9543,9824,5.2789,0.0078,60.26572647,-12.53683367,expanded,0.0
1839,crime,4,0.9158,17182,8.8443,0.0199,62.74992891,-12.66659936,expanded,
1840,generals,4,0.9565,6696,8.6376,0.1156,52.2874916,-16.53282658,expanded,
1841,united,4,0.8716,21916,2.2542,0.1756,54.75850372,1.73028567,expanded,
1842,worse,4,0.8141,5836,0.515,0.4503,-8.673954383,46.21507657,expanded,
1843,poor,3,0.8522,17247,7.9791,0.2982,-15.8628581,40.03415326,expanded,
1844,behavior,1,0.9423,9574,2.9066,0.1113,6.721467986,4.238394356000001,expanded,
1845,dangerous,1,0.9569,20922,6.1989,0.4612,6.638242486,6.121645328,expanded,
1846,similar,3,0.9141,24645,5.4747,0.363,11.76094883,5.145635744,expanded,
1847,politicians,3,0.8543,7882,7.5782,0.4856,55.47994456,-8.050672057,expanded,
1848,accused,0,0.8266,24328,4.9802,0.3119,55.45346221,-7.771135381000001,expanded,
1849,free,2,0.8743,5933,2.8812,0.3101,52.8390003,13.99545151,expanded,
1850,arrest,3,0.9564,9555,1.3719999999999999,0.2203,64.75602718,-6.953721852,expanded,
1851,killings,3,0.9532,13187,3.1725,0.4001,63.38471923,-10.35116634,expanded,
1852,officers,3,0.9832,15666,1.7992,0.3617,64.56686669,-3.190632907,expanded,
1853,suspects,4,0.9959,21379,2.7755,0.34600000000000003,62.26925529,-5.285477057,expanded,
1854,arrested,4,0.8174,9080,6.1798,0.1478,55.82592143,-9.865688169,expanded,
1855,alleged,4,0.8327,9139,5.3255,0.3024,62.30948659,-7.911652011,expanded,
1856,murder,4,0.8399,19759,6.0279,0.2955,65.04657668,-10.26416902,expanded,
1857,conquest,4,0.8446,18493,2.3678,0.1334,-12.47951394,23.68502589,expanded,
1858,occupied,4,0.9957,17436,9.8646,0.3883,-7.515831587999999,21.3386432,expanded,
1859,orchestrated,4,0.8575,12913,4.4291,0.1389,32.89232131,29.76897742,expanded,
1860,illegals,3,0.9209999999999999,6778,4.8661,0.3652,45.38818114,-4.149009898,expanded,
1861,defensive,3,0.8923,16158,1.3227,0.4265,45.73436912,-16.30764693,expanded,
1862,humanitarian,4,0.9642,18363,2.3482,0.107,54.75927572,15.21150453,expanded,
1863,families,3,0.9952,9038,3.6224,0.1521,41.40522172,0.4380959343,expanded,
1864,rivals,3,0.9459,15466,9.4689,0.2572,40.94361129999999,-25.47825521,expanded,
1865,warlord,0,0.8627,10045,2.2968,0.0023,34.82257898,-26.02169447,expanded,1.0
1866,loyalists,0,0.8262,13398,7.121,0.3038,34.56994859,-27.86051328,expanded,
1867,islamists,0,0.9514,17265,2.0001,0.1628,40.95816764,-23.71306608,expanded,
1868,foes,0,0.9836,20973,3.6672,0.4593,40.01140626,-28.83078456,expanded,
1869,gang,0,0.9915,17619,3.5582,0.0375,46.16550122,-26.63837547,expanded,
1870,gangsters,0,0.9996,20561,0.9785,0.2686,47.21902793,-28.40849832,expanded,
1871,traffickers,0,0.9919,17710,7.9005,0.1773,48.35662243,-28.11107234,expanded,
1872,thugs,0,0.8589,22068,6.5066,0.0198,52.18144174,-23.27185104,expanded,
1873,reconstruction,4,0.852,13515,1.7273,0.3012,21.65798864,2.627275005,expanded,
1874,rescue,4,0.9761,20754,6.9669,0.2559,16.83009206,2.151031911,expanded,
1875,import,4,0.9345,6825,1.2552,0.4795,18.30649571,49.71641919,expanded,
1876,d'etat,4,0.9137,12597,3.0210000000000004,0.0013,59.74515916,-20.57089749,expanded,2.0
1877,bloodless,4,0.8681,10550,5.6749,0.4413,57.90282173,-12.71596867,expanded,
1878,overthrow,4,0.9385,23220,3.2931,0.0067,55.76102115,-15.93980811,expanded,0.0
1879,assassination,4,0.8589,6370,4.7326,0.4692,55.22430464,-11.24698063,expanded,
1880,ouster,4,0.8353,16441,1.6062,0.3017,51.67044997,-12.31815265,expanded,
1881,junta,4,0.9041,23086,2.8989,0.3175,50.32654616,-20.06099882,expanded,
1882,revolt,3,0.9562,21143,5.6952,0.3006,57.35599454,-16.16692478,expanded,
1883,overthrown,3,0.8068,6793,5.7235,0.4716,56.74418211,-18.523973100000003,expanded,
1884,ousted,3,0.9824,15266,4.3814,0.3992,56.20351866,-17.15068468,expanded,
1885,besieged,0,0.9482,11516,6.5438,0.1298,41.58910531,-13.48993615,expanded,
1886,raid,4,0.826,13781,4.5667,0.0893,65.44137363,-21.00155374,expanded,
1887,fortress,4,0.92,16286,5.0921,0.1797,42.515828799999994,-17.32818192,expanded,
1888,besieging,4,0.8635,23986,9.0032,0.2868,41.88199715,-16.6839432,expanded,
1889,closure,4,0.8851,9287,4.6381,0.1413,23.87448615,-7.8721109160000005,expanded,
1890,imposed,4,0.9756,22509,0.9869,0.0281,24.23668466,-13.02074749,expanded,
1891,embargo,4,0.9006,7272,4.0578,0.4008,29.85857887,-15.71951569,expanded,
1892,halt,4,0.9514,10142,6.5414,0.0881,26.90757843,-9.652485334,expanded,
1893,convoys,4,0.8933,17219,3.0925,0.0012,27.18300308,-11.36495603,expanded,2.0
1894,burnt,0,0.8077,24683,7.7377,0.1031,29.75051116,-10.86875519,expanded,
1895,fled,4,0.9689,23204,7.5715,0.3334,34.83003182,-10.43250488,expanded,
1896,escape,4,0.8531,10284,0.2295,0.0296,39.05014271,-16.5296962,expanded,
1897,evacuate,4,0.8951,13769,0.5385,0.3502,41.77065757,-9.94024602,expanded,
1898,financial,4,0.8232,11508,2.3699,0.1277,8.475671813,20.96717259,expanded,
1899,emissions,4,0.8387,10275,1.1188,0.0607,8.748696659,22.99120328,expanded,
1900,dioxide,0,0.9990000000000001,8966,4.1715,0.0581,15.801843700000001,20.41938044,expanded,
1901,carbon,0,0.9389,14456,6.1794,0.0076,12.13688574,21.44460883,expanded,0.0
1902,gasses,0,0.8364,23860,9.4337,0.1088,10.71114491,23.07829563,expanded,
1903,co2,0,0.8374,11026,8.0055,0.2777,11.7077977,13.46729615,expanded,
1904,emission,0,0.8618,14113,9.4162,0.3929,7.610743082000001,18.13707608,expanded,
1905,methane,0,0.9976,18840,1.4853,0.0813,6.955224312,16.15423119,expanded,
1906,ozone,0,0.9684,13522,8.0961,0.1402,9.603903485,19.47952267,expanded,
1907,tragic,0,0.9525,19796,5.8733,0.3576,1.5377190109999999,-40.85474586,expanded,
1908,terrible,4,0.8708,6284,7.2018,0.1916,1.032220594,-36.68398215,expanded,
1909,happened,4,0.833,9242,2.7856,0.2015,-5.3652200510000005,-36.67710453,expanded,
1910,carnage,4,0.8909,16335,9.5461,0.0507,0.8574099868,-40.58211308,expanded,
1911,horrific,4,0.9081,13601,4.4437,0.2202,-6.158808734,-32.7578829,expanded,
1912,averted,4,0.8494,18752,5.6315,0.2782,-0.8958656818999999,-30.44093436,expanded,
1913,wrought,3,0.8906,11824,4.5932,0.3243,-5.18948338,-35.09272065,expanded,
1914,mayhem,3,0.9795,8504,5.8204,0.0067,-5.380798202,-34.85969085,expanded,0.0
1915,undernourished,3,0.9405,16260,1.3029,0.2878,-31.83368343,-0.2383638194,expanded,
1916,infants,3,0.9701,20331,6.5543,0.3469,-29.60693555,0.5014206106,expanded,
1917,dehydrated,3,0.8693,17688,2.8424,0.0045,-28.18789073,0.054840210220000005,expanded,2.0
1918,orphaned,3,0.8325,7609,7.9847,0.2673,-29.96541168,-1.808313183,expanded,
1919,overweight,3,0.9771,8425,8.9185,0.2617,-31.56631367,-1.205206531,expanded,
1920,emaciated,3,0.8953,23552,4.0097,0.0585,-30.73036345,4.2336071230000005,expanded,
1921,destitute,3,0.8377,9347,3.1296,0.4779,-30.81149541,-1.21132611,expanded,
1922,secessionist,4,0.8123,15838,6.9648,0.3304,39.63367021,-30.48810249,expanded,
1923,secede,4,0.8003,21699,4.0169999999999995,0.3058,38.25815889,-33.11755923,expanded,
1924,referendum,4,0.9511,7018,4.2336,0.4787,41.78577661,-39.18845234,expanded,
1925,secessionists,4,0.9591,6202,1.5169,0.1754,37.86583284,-40.18460353,expanded,
1926,enactment,4,0.875,24547,4.7464,0.0299,44.20866929,-38.45435117,expanded,
1927,annexation,3,0.9255,11108,9.9531,0.0116,41.49167303,-38.50522776,expanded,
1928,ordinance,1,0.8699,22709,9.9306,0.0823,37.71196331,-31.02128454,expanded,
1929,reunification,1,0.8296,11603,4.4921,0.3737,46.64870997,-39.52799234,expanded,
1930,water,1,0.9681,6435,7.1495,0.3251,7.628397585,16.25708539,expanded,
1931,complications,2,0.9151,6954,3.7674,0.3343,-18.77556611,-1.7954149240000001,expanded,
1932,acute,2,0.8269,16482,8.2844,0.068,-19.2516547,4.263534307,expanded,
1933,dehydration,2,0.9362,13601,0.2742,0.2322,-12.8726849,-4.324731914,expanded,
1934,bombing,2,0.8946,14483,1.9299,0.0196,64.69201314,-20.4977758,expanded,
1935,helicopter,2,0.9047,24414,2.2552,0.4997,62.46591704,-19.61860241,expanded,
1936,graft,2,0.9964,23198,3.0069,0.3701,57.87621924,-5.341256388,expanded,
1937,fraud,4,0.9941,21700,5.8112,0.4389,61.7565456,-6.836326608999999,expanded,
1938,allegations,4,0.9736,5255,7.5747,0.2893,60.30447913,-5.622760732000001,expanded,
1939,bribery,4,0.8282,17264,5.5578,0.0439,56.913928000000006,-11.93115774,expanded,
1940,mismanagement,4,0.8577,6645,5.6228,0.0078,61.55964614,-10.19782033,expanded,2.0
1941,scandal,4,0.9404,12698,2.5384,0.2938,60.33438788,-12.02503026,expanded,
1942,embezzlement,4,0.8538,8214,8.8298,0.1254,62.18083189,-13.00179596,expanded,
1943,rampant,4,0.9941,20712,2.542,0.0724,58.56412879,-8.595563387,expanded,
1944,unhcr,3,0.9922,18828,0.1363,0.0688,34.97848795,-14.56385046,expanded,
1945,albanians,3,0.9258,10142,9.2487,0.306,32.34715094,-14.01316435,expanded,
1946,rwandans,3,0.8818,12466,4.7353,0.2172,33.22965939,-15.94894828,expanded,
1947,idps,4,0.8856,17540,9.545,0.3487,30.939905300000003,-14.68394424,expanded,
1948,homeless,4,0.93,13245,8.2496,0.0194,35.46681801,-13.0120438,expanded,
